YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR
2020,9,14,23.49,9.07,16.28,23.67,16.67,32.3,15.63,7.57,43.25,0
2020,9,15,22.52,9.63,16.08,22.97,14.48,30.27,15.79,7.87,46.31,0
2020,9,16,22.44,11.28,16.86,22.54,12,29.12,17.12,8.79,51.56,0.06
2020,9,17,21.94,10.9,16.43,22.34,12.84,29.02,16.19,8.61,52.19,0
2020,9,18,22.45,11.29,16.87,22.82,15.05,30.7,15.65,8.85,53.19,1.57
2020,9,19,18.87,15.25,17.06,19.15,8.87,24.8,15.93,11.54,81.31,18.28
2020,9,20,16.7,14.29,15.5,16.76,6.54,20.31,13.77,10.8,86.25,2.95
2020,9,21,16.8,12.18,14.49,16.78,8.7,21.25,12.55,9.34,75.75,1.91
2020,9,22,15.06,12.95,14.01,14.83,5.95,18.53,12.58,9.89,87.81,4.24
2020,9,23,16.15,11.69,13.92,16.65,10.54,21.9,11.37,9.16,78.06,2.65
2020,9,24,13.51,11.07,12.3,13.55,8.2,16.73,8.53,8.85,85.69,7.49
2020,9,25,7.67,5.23,6.45,7.73,4.42,9.69,5.28,5.92,84.62,5.41
2020,9,26,6.28,2.18,4.23,6.43,8.43,10.78,2.35,4.76,76.88,1.67
2020,9,27,5.77,4.62,5.19,5.83,5.4,7.73,2.33,5.68,92.31,17.82
2020,9,28,8.51,5.57,7.05,8.4,7.05,12.68,5.62,6.04,82.94,9.09
2020,9,29,10.34,7.79,9.07,10.3,11.3,15.93,4.62,6.96,85.06,0.04
2020,9,30,11.37,7.65,9.51,11.69,13.51,18.22,4.71,6.9,78.19,0.83
2020,10,1,11.4,8.42,9.91,11.51,4.94,14.55,9.61,7.39,83.12,4.99
2020,10,2,9.24,7.74,8.49,9.09,6.19,11.58,5.39,7.2,90.38,13.76
2020,10,3,8.01,6.54,7.27,7.91,5.47,10.61,5.14,6.59,90.5,14.27
2020,10,4,8.05,7,7.52,7.85,3.26,10.15,6.89,6.71,93.06,5.1
2020,10,5,9.33,7.85,8.59,9.25,3.87,11.69,7.82,7.02,90.62,3.69
2020,10,6,10.7,9.93,10.31,10.5,6.22,14.95,8.73,8.18,94.88,4.43
2020,10,7,10.62,7.83,9.23,10.93,6.36,14.61,8.25,6.96,84.06,0.21
2020,10,8,11.69,9.81,10.75,11.71,8.11,16.78,8.67,7.93,88.88,0.31
2020,10,9,11.58,9.58,10.58,11.8,8.28,16.48,8.19,7.81,87.5,1.69
2020,10,10,8.7,5.83,7.26,9.07,6.65,11.76,5.12,6.1,82.94,2.66
2020,10,11,6.01,4.94,5.48,6.01,5.86,9.44,3.58,5.68,93,4.1
2020,10,12,6.73,3.89,5.31,7.01,6.37,10.65,4.29,5.31,83.25,0.86
2020,10,13,4.98,4.4,4.69,4.74,5.91,7.58,1.68,5.55,95.88,3.48
2020,10,14,5.69,4.59,5.15,5.73,4.8,8.37,3.58,5.62,92.81,3.89
2020,10,15,4.99,3.64,4.31,5.41,4.47,7.58,3.11,5.25,91.38,1.13
2020,10,16,6.14,5.01,5.57,6.4,4.52,8.88,4.37,5.74,92.62,0.49
2020,10,17,6.8,4.57,5.69,7.01,9.68,11.86,2.19,5.55,86.38,0.06
2020,10,18,5.64,2.41,4.03,5.55,10.39,11.91,1.51,4.76,80,0.02
2020,10,19,8.96,4.54,6.75,8.62,16.15,17.53,1.37,5.74,76.25,0.01
2020,10,20,12.81,9.29,11.05,12.4,5.06,15.91,10.85,7.75,79.31,0.62
2020,10,21,14.87,11.33,13.1,14.53,5.84,18.78,12.94,8.97,79.69,3.88
2020,10,22,14.51,12.7,13.61,14.19,6.49,18.82,12.32,9.7,89.12,6.37
2020,10,23,12.3,11.12,11.71,12.04,5.58,14.83,9.25,8.79,92.69,5.02
2020,10,24,10.42,8.88,9.65,10.44,5.88,14.37,8.49,7.51,90.62,0.36
2020,10,25,10.05,7.81,8.93,9.74,4.91,12.76,7.85,7.08,86.31,8.73
2020,10,26,7.3,5.89,6.59,7.37,4.26,9.9,5.65,6.16,91.12,3.4
2020,10,27,8.08,7.19,7.63,7.98,4.79,10.43,5.64,6.77,94.12,2.21
2020,10,28,9.63,8.42,9.02,9.5,4.23,12.18,7.95,7.26,92.31,2.7
2020,10,29,10.48,9.43,9.95,10.38,4.7,13.52,8.83,7.75,93.38,2.79
2020,10,30,9.99,8.06,9.03,9.44,9.34,15.77,6.44,7.08,88.31,0.05
2020,10,31,11.05,8.72,9.89,10.49,11.73,17.69,5.97,7.45,86.69,0.11
2020,11,1,13.3,10.68,11.98,13,8.17,18.43,10.26,8.42,85.06,1.09
2020,11,2,13.37,11.65,12.51,13.19,8.16,18.12,9.96,9.03,90,2.16
2020,11,3,7.33,5.52,6.43,7.26,7.97,10.51,2.54,5.98,88.69,1.52
2020,11,4,4.43,0.9,2.66,4.37,7.22,8.9,1.68,4.27,79.44,0.02
2020,11,5,5.15,3.55,4.35,5.41,9.05,10.87,1.81,5.13,89.94,0.02
2020,11,6,10.13,8.02,9.08,9.86,12,17.25,5.25,7.08,87.75,0.02
2020,11,7,12.63,9.3,10.96,12.05,7.57,16.91,9.34,7.69,80.69,1.26
2020,11,8,11.34,9.61,10.48,10.71,8.34,15.63,7.29,7.87,89.5,2.09
2020,11,9,10.45,8.23,9.34,9.67,9.98,16.01,6.04,7.14,87,0.5
2020,11,10,9.73,8.82,9.27,8.87,4.99,12.94,7.94,7.39,94.19,1.83
2020,11,11,9.12,6.77,7.95,8.49,7.5,13.87,6.37,6.47,86.06,0.03
2020,11,12,9.26,7.19,8.23,8.94,7.25,14.02,6.77,6.65,87.75,0.15
2020,11,13,9.22,7.19,8.2,8.73,9.43,15.26,5.83,6.65,88.25,0
2020,11,14,11.03,8.93,9.98,10.79,9.63,16.69,7.05,7.57,87.81,0.08
2020,11,15,11.26,9.85,10.55,10.88,7.45,14.83,7.4,8.06,91.31,7.85
2020,11,16,6.86,5.58,6.22,6.61,4.84,9.54,4.7,5.92,91.38,0.48
2020,11,17,6.67,4.61,5.64,6.51,7.1,11.73,4.64,5.55,87.44,0.03
2020,11,18,8.89,5.98,7.44,8.32,10.91,15.39,4.48,6.16,83.44,0.14
2020,11,19,6.71,5.15,5.93,6.77,6.34,9.54,3.21,5.8,90.38,1.29
2020,11,20,2.28,1.09,1.69,2.31,7.87,5.55,-2.33,4.27,91.5,0.23
2020,11,21,0.03,-3.68,-1.83,-0.37,10.02,6.44,-3.57,2.99,77.5,0
2020,11,22,4.29,-5.93,-0.82,1.85,11.39,10.55,-0.85,2.56,47.88,0.01
2020,11,23,3.62,-2.68,0.48,1.89,10.02,9.9,-0.11,3.3,64.38,0.01
2020,11,24,4.86,1.59,3.23,3.75,13.98,13.54,-0.45,4.58,80.56,0
2020,11,25,6.98,5.87,6.42,6.48,8.94,12.76,3.83,6.1,91.5,0.03
2020,11,26,6.89,5.7,6.3,6.32,9.21,12.89,3.68,6.04,90.81,0.04
2020,11,27,7.9,6.41,7.15,6.91,8.95,13.55,4.59,6.35,89.94,0.09
2020,11,28,5.38,4.45,4.91,4.55,10.49,11.58,1.09,5.55,91.5,0
2020,11,29,0.66,-1.01,-0.17,0.15,7.78,5.5,-2.28,3.72,89.38,0.02
2020,11,30,-0.8,-5.1,-2.95,-1.39,8.22,4.19,-4.02,2.69,74.94,0.01
2020,12,1,2.46,1.25,1.85,2.33,4.05,4.4,0.36,4.39,91.88,2.13
2020,12,2,1.9,1.33,1.62,2.05,2.67,3.18,0.51,4.46,96,2.31
2020,12,3,2.68,1.99,2.33,2.45,4.32,4.82,0.49,4.76,95.12,6.56
2020,12,4,1.58,0.94,1.26,1.48,1.88,2.69,0.8,4.46,95.5,3.59
2020,12,5,0.46,-0.52,-0.03,0.2,4.76,3.68,-1.08,3.97,93.62,0.26
2020,12,6,1.4,1.12,1.26,1.19,2.62,2.6,-0.02,4.46,97.69,3.14
2020,12,7,1.31,0.39,0.85,1.17,1.99,2.19,0.2,4.21,93.62,3.43
2020,12,8,0.08,-0.28,-0.1,-0.1,3.32,2.1,-1.22,4.03,97.62,4.58
2020,12,9,0.04,-0.37,-0.17,-0.06,3.39,1.8,-1.6,3.97,97.31,0.3
2020,12,10,2.03,1.55,1.79,1.73,4.71,3.9,-0.81,4.58,96.56,5.65
2020,12,11,4.67,4.12,4.4,4.33,3.42,6.53,3.11,5.55,96.12,11.69
2020,12,12,3.98,3.57,3.77,3.72,3.46,5.28,1.82,5.25,97.06,4.5
