YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR
2020,3,16,23.87,21.9,22.89,23.84,5.57,27.15,21.59,17.82,89.25,1.73
2020,3,17,23.63,21.46,22.55,23.54,5.62,27.18,21.55,17.4,88.38,1.28
2020,3,18,23.27,21.55,22.41,23.15,7.41,27.39,19.98,17.52,90.75,5.56
2020,3,19,22.51,22.18,22.34,22.46,3.26,23.92,20.66,18.19,97.88,29.87
2020,3,20,21.85,21.23,21.55,21.7,3.64,23.65,20.01,17.15,96.31,6.82
2020,3,21,21.79,20.26,21.03,21.56,4.57,24.36,19.79,16.11,91.5,6.02
2020,3,22,22.74,21.08,21.91,22.56,8.49,27.12,18.63,17.03,91,12.29
2020,3,23,22.95,21.11,22.03,22.87,6.95,26.55,19.61,17.03,90.06,32.3
2020,3,24,23.03,20.51,21.77,22.62,6.27,26.95,20.69,16.42,86.69,0.35
2020,3,25,23.57,21.59,22.58,23.34,7.48,27.61,20.13,17.58,89.38,1.1
2020,3,26,23.18,21.75,22.47,23.15,6.02,26.89,20.88,17.7,92.12,17.24
2020,3,27,22.49,20.87,21.69,22.42,6.37,25.74,19.37,16.78,90.94,2.18
2020,3,28,22.43,21.51,21.97,22.31,4.73,25.26,20.54,17.46,94.62,3.48
2020,3,29,22.9,21.67,22.29,22.71,5.84,26.13,20.3,17.64,93.06,21.78
2020,3,30,23.35,21.73,22.54,23.29,6.84,27.3,20.46,17.7,91.38,14.86
2020,3,31,22.82,20.9,21.86,22.69,5.69,26.15,20.47,16.78,89.62,3.89
2020,4,1,22.46,21.06,21.76,22.27,5.91,25.8,19.88,16.97,92.06,9.65
2020,4,2,23.25,21.55,22.4,23.19,7.02,27.29,20.27,17.52,90.94,7.71
2020,4,3,22.9,22.28,22.59,22.78,2.95,24.6,21.65,18.25,96.19,9.97
2020,4,4,22.74,21.53,22.14,22.52,4.82,25.83,21.01,17.46,92.94,2.04
2020,4,5,23.41,22.34,22.88,23.08,6.09,26.87,20.79,18.37,93.94,12.59
2020,4,6,22.51,22.27,22.39,22.4,2.23,23.72,21.48,18.25,98.44,41.9
2020,4,7,22.05,21.23,21.65,21.94,5.35,25.37,20.02,17.15,95.19,16.11
2020,4,8,22.15,20.19,21.17,22.01,8.23,26.69,18.45,16.05,89.5,4.9
2020,4,9,22.62,20.65,21.64,22.47,6.2,26,19.8,16.48,89.19,0.64
2020,4,10,23.34,21.88,22.62,23.15,6.84,27.02,20.19,17.82,91.81,44.69
2020,4,11,22.75,22.12,22.44,22.65,3.32,24.76,21.44,18.07,96.25,34.28
2020,4,12,23.05,21.73,22.39,22.83,6.63,26.74,20.11,17.7,92.69,7.18
2020,4,13,23.08,21.73,22.4,22.85,5.81,26.37,20.55,17.7,92.44,1.33
2020,4,14,23.91,21.69,22.8,23.66,6.94,27.67,20.73,17.64,88.19,0.17
2020,4,15,24.01,22.11,23.05,23.91,6.46,27.62,21.15,18.07,89.75,0.43
2020,4,16,24.02,21.83,22.92,24,5.64,27.36,21.72,17.76,88.19,0.22
2020,4,17,23.86,21.59,22.73,23.76,6.91,27.53,20.62,17.52,87.94,2.61
2020,4,18,23.59,22.26,22.93,23.57,5.45,26.65,21.19,18.25,92.62,13.1
2020,4,19,23.3,21.75,22.52,23.16,5.35,26.51,21.16,17.7,91.56,30.02
2020,4,20,23.8,21.55,22.68,23.53,5.9,27.08,21.19,17.46,87.94,1.25
2020,4,21,23.59,22.11,22.85,23.53,6.51,27.19,20.69,18.13,91.75,13.31
2020,4,22,23.9,22.4,23.15,23.79,5.58,27.15,21.58,18.43,91.94,14.18
2020,4,23,23.48,22.79,23.13,23.39,4.52,25.72,21.2,18.86,95.75,8.09
2020,4,24,22.95,21.67,22.31,22.85,5.63,26.18,20.55,17.64,92.94,9.22
2020,4,25,23.04,22.46,22.75,22.91,4.23,25.49,21.27,18.55,96.62,63.99
2020,4,26,22.83,21.69,22.26,22.63,4.65,25.62,20.98,17.64,93.44,49.73
2020,4,27,22.22,21.76,21.98,21.99,2.62,23.8,21.18,17.7,97.12,15.79
2020,4,28,21.59,21.26,21.43,21.41,2.87,23.19,20.32,17.15,97.88,21.11
2020,4,29,21.64,20.84,21.24,21.43,3.8,23.69,19.9,16.72,95.25,5.5
2020,4,30,21.72,20.9,21.31,21.37,3.44,23.59,20.15,16.78,95.12,23.8
2020,5,1,22.79,21.34,22.06,22.67,8.13,26.8,18.66,17.33,92.06,25.07
2020,5,2,22.26,21.79,22.02,22.23,3.48,24.2,20.72,17.76,97.12,65.79
2020,5,3,22.96,21.26,22.12,22.83,7.18,26.94,19.76,17.21,90.88,6
2020,5,4,23.87,22.05,22.96,23.69,6.43,27.11,20.69,18.01,90.19,1.24
2020,5,5,23.97,22.17,23.07,23.79,5.67,27.3,21.63,18.19,90.38,2.89
2020,5,6,23.59,22.3,22.94,23.41,5.3,26.78,21.47,18.31,92.75,2.14
2020,5,7,24.21,22.48,23.34,23.99,6.88,27.87,20.99,18.55,90.62,2.47
2020,5,8,23.97,22.9,23.44,23.95,5.42,27.32,21.9,19.04,94.06,28.92
2020,5,9,22.57,21.95,22.26,22.38,2.62,23.86,21.24,17.94,96.25,18.52
2020,5,10,23.98,21.76,22.87,23.84,7.58,28,20.42,17.7,88,0.17
2020,5,11,24.38,22.55,23.47,24.37,6.59,27.89,21.3,18.62,90.06,1.89
2020,5,12,23.59,22.17,22.88,23.48,3.96,25.92,21.96,18.19,92,1.18
2020,5,13,24.17,22.08,23.12,24.1,7.7,28.14,20.44,18.13,88.75,0.51
2020,5,14,23.73,22.41,23.08,23.49,4.16,26.19,22.04,18.43,92.56,3.06
2020,5,15,23.41,22.08,22.75,23.27,5.75,26.73,20.98,18.07,92.56,1.27
2020,5,16,24.55,22.73,23.64,24.44,6.55,28.01,21.46,18.86,90,0.83
2020,5,17,23.65,22.99,23.32,23.58,3.66,25.93,22.26,19.17,96.12,25.32
2020,5,18,22.97,22.26,22.62,22.61,3.06,24.51,21.45,18.31,95.69,54.32
2020,5,19,24.24,22.1,23.17,23.86,7.53,28,20.47,18.13,88.44,0.24
2020,5,20,23.69,21.52,22.61,23.35,5.7,27.06,21.37,17.46,88.31,0.48
2020,5,21,23.5,22.29,22.89,23.24,5.05,26.37,21.32,18.31,93.12,3.44
2020,5,22,22.79,21.49,22.14,22.69,4.37,25.32,20.95,17.4,92.62,2.5
2020,5,23,23.02,21.55,22.29,22.95,6.07,26.6,20.53,17.46,91.94,0.89
2020,5,24,23.72,22.01,22.86,23.51,7.07,27.52,20.45,17.94,90.62,5.19
2020,5,25,23.3,21.97,22.63,23.15,5.96,26.68,20.72,17.88,92.62,4.81
2020,5,26,23.82,22.4,23.11,23.61,6.41,27.34,20.92,18.37,92.06,3.59
2020,5,27,23.23,22.29,22.76,23.15,5.49,26.52,21.03,18.25,94.5,19.29
2020,5,28,22.13,20.62,21.38,22.07,5.95,25.58,19.63,16.48,91.69,14.56
2020,5,29,22.87,21.4,22.13,22.87,6.22,26.69,20.47,17.27,91.94,12.5
2020,5,30,22.83,21.25,22.05,22.8,6.2,26.46,20.26,17.09,91.38,3.56
2020,5,31,23.62,21.37,22.49,23.5,6.91,27.35,20.44,17.27,88.06,1.96
2020,6,1,22.92,21.69,22.31,22.92,5.15,26.23,21.08,17.58,93.19,10.57
2020,6,2,22.05,21.6,21.83,21.88,2.8,23.47,20.66,17.52,97.12,19.84
2020,6,3,22.74,21.28,22.01,22.49,6.5,26.55,20.05,17.21,92,10.5
2020,6,4,23.04,21.4,22.22,22.98,6.2,26.69,20.48,17.33,91.12,1.91
2020,6,5,22.94,22.01,22.48,22.83,5.73,26.08,20.35,18.01,94.56,13.13
2020,6,6,21.62,21.41,21.51,21.51,3.66,22.96,19.3,17.33,98.62,27.24
2020,6,7,22.06,20.44,21.25,21.79,8.02,26.46,18.44,16.36,91.19,13.55
2020,6,8,22.75,20.77,21.76,22.35,5.91,26.03,20.12,16.66,89.31,0.78
2020,6,9,23,21.03,22.01,22.73,6.77,26.53,19.76,16.91,89.31,0.97
2020,6,10,22.01,20.42,21.22,21.8,4.95,24.98,20.03,16.3,91.19,1.47
2020,6,11,23.03,20.75,21.89,22.73,7.62,27.01,19.39,16.66,87.44,0.15
2020,6,12,23.26,21.21,22.23,22.86,7.65,27.06,19.41,17.15,88.88,2.07
2020,6,13,22.71,21.52,22.12,22.48,5.5,25.82,20.32,17.46,93.19,22.75
2020,6,14,22.55,20.98,21.76,22.15,5.8,25.89,20.08,16.85,91.25,8.1
2020,6,15,23.01,21.45,22.23,22.96,6.41,26.62,20.22,17.4,91.31,4.05
2020,6,16,22.85,21.38,22.12,22.8,5.42,26.16,20.74,17.27,91.94,4.06
2020,6,17,23.24,21.94,22.58,23.09,6.16,26.52,20.36,17.94,92.62,26.84
2020,6,18,22.23,21.8,22.01,22.19,3.89,24.3,20.41,17.76,97.31,38.9
2020,6,19,22.18,20.81,21.5,22.06,6.97,25.83,18.87,16.72,92.44,6.91
2020,6,20,22.37,21.68,22.03,22.37,4.69,25.04,20.35,17.64,95.94,23.76
2020,6,21,22.68,21.9,22.29,22.53,4.59,25.57,20.97,17.88,95.44,12.21
2020,6,22,21.98,21.51,21.75,21.96,3.42,24.09,20.66,17.46,97.12,11.6
2020,6,23,22.24,21.35,21.8,22.18,5.45,25.36,19.91,17.27,94.88,16.16
2020,6,24,22.16,21.48,21.82,22.1,3.86,24.58,20.73,17.4,95.94,18.72
2020,6,25,21.91,21.3,21.61,21.74,3.59,24.01,20.42,17.21,96.31,7.39
2020,6,26,22.02,21.37,21.69,21.67,3.67,24.14,20.48,17.33,96.25,10
2020,6,27,21.3,20.53,20.91,21.25,4.38,23.84,19.47,16.42,95.5,9.66
2020,6,28,21.84,20.58,21.21,21.73,4.47,24.38,19.91,16.42,92.69,0.43
2020,6,29,22.39,20.23,21.31,22.39,6.04,25.95,19.92,16.11,88.31,0
2020,6,30,22.65,20.64,21.65,22.58,7.03,26.37,19.34,16.54,89.06,0.58
2020,7,1,22.77,21.56,22.16,22.69,5.08,25.59,20.52,17.52,93.12,5.9
2020,7,2,21.87,21.56,21.72,21.76,2.95,23.56,20.61,17.52,98.06,34.5
2020,7,3,22.29,20.83,21.56,22.03,6.01,25.88,19.87,16.72,92,8.4
2020,7,4,21.63,20.62,21.12,21.43,4.1,24.37,20.26,16.48,94.19,10.31
2020,7,5,20.8,20.12,20.46,20.46,2.85,22.41,19.56,15.99,95.75,39.93
2020,7,6,22.07,20.34,21.21,22.03,8.18,26.39,18.21,16.3,90.75,5.15
2020,7,7,22.25,21.43,21.83,22.16,4.46,25.07,20.61,17.33,95.25,25.12
2020,7,8,22.46,21.29,21.87,22.37,5.36,25.62,20.26,17.21,93.38,11.57
2020,7,9,22.06,21,21.53,22.05,5.55,25.32,19.77,16.91,94.06,11.69
2020,7,10,21.43,20.62,21.02,21.24,3.88,23.82,19.94,16.48,95.19,32.33
2020,7,11,21.61,20.89,21.25,21.4,3.92,24.05,20.12,16.78,95.75,54.23
2020,7,12,22.23,21.18,21.7,22,4.96,25.18,20.22,17.09,93.94,9.11
2020,7,13,22.63,21.15,21.89,22.63,6.25,26.32,20.07,17.09,91.94,15.64
2020,7,14,22.19,21.45,21.82,21.98,4.08,24.65,20.58,17.4,95.5,49.61
2020,7,15,22.66,20.9,21.78,22.58,5.87,26.12,20.26,16.78,90.44,25.71
2020,7,16,21.45,20.46,20.95,21.44,3.43,23.4,19.98,16.36,94.12,5.41
2020,7,17,22.51,20.5,21.51,22.4,7.62,26.63,19.01,16.42,89.38,6.46
2020,7,18,22.5,21.6,22.05,22.37,4.65,25.2,20.55,17.52,94.81,13.97
2020,7,19,23.23,21.64,22.44,22.73,6.39,26.94,20.55,17.64,91.38,6.98
2020,7,20,22.7,21.5,22.1,22.48,4.51,25.52,21.01,17.46,93.25,5.71
2020,7,21,22.48,21.31,21.89,22.22,5.1,25.68,20.57,17.21,93.19,2.61
2020,7,22,23,21.59,22.3,22.77,6.53,26.56,20.03,17.58,92,8.61
2020,7,23,22.23,21.27,21.75,22.11,5.18,25.43,20.25,17.21,94.56,39.62
2020,7,24,21.87,20.26,21.07,21.75,5.94,25.23,19.29,16.17,91.12,11.49
2020,7,25,22.49,21,21.74,22.45,6.64,26.3,19.65,16.91,91.81,4.27
2020,7,26,23.21,21.31,22.26,23.1,5.59,26.62,21.04,17.27,89.62,2.72
2020,7,27,22.19,20.86,21.52,22.11,5.97,25.76,19.79,16.78,92.62,11.36
2020,7,28,22.68,20.79,21.73,22.38,6.88,26.47,19.58,16.66,89.75,2.85
2020,7,29,22.94,21.05,21.99,22.6,6.16,26.47,20.31,16.97,89.62,2.67
2020,7,30,21.12,20.51,20.81,21.03,3.1,22.94,19.84,16.36,96.31,13.1
2020,7,31,21.85,20.31,21.08,21.77,7.39,25.83,18.44,16.24,91.56,0.63
2020,8,1,22.73,20.83,21.78,22.63,5.11,25.74,20.63,16.72,89.62,0.84
2020,8,2,22.81,20.93,21.87,22.78,6.26,26.25,19.99,16.85,89.75,0.69
2020,8,3,22.77,20.7,21.74,22.59,5.79,26.23,20.44,16.6,88.88,1.36
2020,8,4,21.95,19.94,20.95,21.5,4.69,24.18,19.49,15.87,88.62,0.63
2020,8,5,21.74,20.15,20.94,21.34,4.62,24.37,19.74,16.05,91,34.72
2020,8,6,22.22,20.27,21.25,22.06,7.09,26.26,19.17,16.17,89.56,1.9
2020,8,7,23.03,20.62,21.82,22.49,6.72,26.68,19.96,16.54,87.12,0
2020,8,8,23.3,20.83,22.07,22.94,6.98,26.94,19.94,16.72,86.56,0.05
2020,8,9,22.41,20.56,21.49,21.82,4.71,24.77,20.07,16.42,89.5,1.26
2020,8,10,22.88,20.35,21.62,22.48,7.84,27.17,19.33,16.24,86.31,0.58
2020,8,11,23.15,20.56,21.86,22.62,7.75,26.9,19.15,16.42,86,4.31
2020,8,12,22.65,20.38,21.51,22.12,6.72,26.26,19.55,16.24,87.75,2.21
2020,8,13,23.09,20.84,21.97,22.7,8.08,27.26,19.19,16.72,87.94,0.7
2020,8,14,23.24,21.3,22.27,23.19,6.67,26.99,20.32,17.21,89.31,1.34
2020,8,15,21.53,20.42,20.98,21.48,4.09,23.79,19.7,16.3,93.62,9.49
2020,8,16,22.01,19.87,20.94,21.86,7.33,26.23,18.9,15.75,88.5,4.54
2020,8,17,22.77,20.44,21.61,22.73,7.52,26.86,19.33,16.36,87.62,0.94
2020,8,18,22.27,20.75,21.51,22.22,5.99,25.66,19.67,16.66,91.62,10.46
2020,8,19,22.41,21.35,21.88,22.3,5.45,25.62,20.16,17.27,93.94,48.49
2020,8,20,22.25,20.62,21.44,21.81,4.75,25.35,20.6,16.54,91,42.86
2020,8,21,21.6,20.82,21.21,21.08,5.09,24.3,19.21,16.72,94.88,4.51
2020,8,22,22.34,21.58,21.96,22.3,6.54,25.89,19.36,17.52,94.69,37.19
2020,8,23,22.4,19.35,20.88,21.69,7.73,26.33,18.6,15.26,84.31,5.11
2020,8,24,23.15,20.37,21.76,22.48,8.54,27.35,18.82,16.3,85.12,0.75
2020,8,25,22.98,21.32,22.15,22.89,6.55,26.66,20.12,17.21,90.81,8.05
2020,8,26,23.15,21.23,22.19,23.14,7.49,27.47,19.98,17.15,89.88,4.99
2020,8,27,22.86,20.62,21.73,22.64,6.26,26.44,20.19,16.54,88,2.41
2020,8,28,22.01,21.78,21.9,21.94,2.81,23.48,20.67,17.76,98.44,34.11
2020,8,29,22.87,21.39,22.13,22.55,6.05,26.45,20.4,17.33,92,12.7
2020,8,30,22.92,21.34,22.13,22.4,5.7,26.16,20.47,17.27,91.25,10.96
2020,8,31,23.23,21.45,22.34,23.19,6.91,27.3,20.38,17.4,90.56,4.19
2020,9,1,22.75,21.32,22.03,22.66,5.03,25.51,20.48,17.27,92.06,3.6
2020,9,2,22.69,21.53,22.12,22.48,6.09,26.3,20.21,17.46,93.5,16.54
2020,9,3,22.28,20.98,21.63,22.23,4.8,25.19,20.38,16.85,92.81,7.54
2020,9,4,22.95,21.04,21.99,22.95,7.47,27.22,19.76,16.97,89.88,2.48
2020,9,5,22.9,21.57,22.23,22.87,6.09,26.47,20.37,17.52,92.62,19.26
2020,9,6,21.83,20.94,21.38,21.76,4.05,24.51,20.45,16.85,94.81,50.73
2020,9,7,21.7,20.56,21.13,21.63,5.36,25.01,19.65,16.42,93.62,16.6
2020,9,8,22.37,20.66,21.52,22.21,6.19,25.92,19.73,16.54,90.69,2.38
2020,9,9,22.57,21.23,21.9,22.53,6.5,26.23,19.73,17.15,92.56,12.83
2020,9,10,22.85,21.48,22.17,22.82,6.11,26.37,20.26,17.46,92.56,38.41
2020,9,11,23.32,22.24,22.78,23.3,4.93,26.38,21.44,18.25,94.06,46.67
2020,9,12,22.24,21.52,21.88,22.2,3.45,24.28,20.83,17.46,95.75,20.06
2020,9,13,21.35,20.68,21.01,21.31,2.73,23.12,20.38,16.54,96,15.08
2020,9,14,21.57,19.9,20.73,21.44,5.26,24.9,19.65,15.75,90.62,2.74
2020,9,15,21.72,19.76,20.74,21.58,6.19,25.4,19.21,15.62,89.25,0.85
2020,9,16,22.21,20.61,21.4,22.19,5.95,25.5,19.55,16.48,91.19,13.36
2020,9,17,21.46,19.38,20.42,21.4,6.72,25.48,18.76,15.26,89.06,9.14
2020,9,18,22.87,20.17,21.51,22.87,7.84,27.08,19.24,16.05,86.06,0.01
2020,9,19,22.69,21.08,21.88,22.48,5.72,25.68,19.96,17.03,91.06,8.76
2020,9,20,23.45,21.4,22.43,23.2,7.84,27.55,19.69,17.33,89.19,6.53
2020,9,21,23.53,21.9,22.72,23.51,7.45,27.67,20.23,17.88,91.38,11.93
2020,9,22,21.65,21.12,21.39,21.55,2.71,22.59,19.88,17.03,96.75,30.77
2020,9,23,21.2,20.21,20.7,21.02,4.9,24,19.1,16.05,94.19,5
2020,9,24,22.26,20.46,21.37,21.81,7.88,26.35,18.48,16.36,90.19,9.28
2020,9,25,21.73,20.44,21.08,21.4,4.11,24.01,19.9,16.3,92.62,10.78
2020,9,26,21.88,20.26,21.07,21.73,5.78,25.55,19.77,16.11,91.38,7.03
2020,9,27,21.86,20.13,21,21.83,5.76,25.55,19.79,15.99,90.62,1.75
2020,9,28,21.32,19.52,20.42,21.25,5.27,24.13,18.86,15.38,90,0.43
2020,9,29,22.09,19.94,21.01,21.76,6.8,25.88,19.08,15.81,88.31,0.07
2020,9,30,23.31,21.01,22.16,23.01,7.71,27.51,19.81,16.97,87.94,0.51
2020,10,1,22.29,21.11,21.69,22.16,3.78,24.33,20.55,17.03,93.31,5.89
2020,10,2,22.94,21.48,22.21,22.82,6.2,26.44,20.24,17.4,92,14.65
2020,10,3,22.99,21.6,22.3,22.89,5.17,26.2,21.03,17.52,92.38,20.15
2020,10,4,22.6,21.42,22.01,22.55,5.3,25.82,20.52,17.33,93.5,10.15
2020,10,5,22.15,20.78,21.47,21.99,4.45,24.95,20.51,16.66,92.31,10.09
2020,10,6,22.46,19.83,21.15,22.24,6.16,25.49,19.33,15.75,85.81,0.11
2020,10,7,22.21,21.26,21.73,22.15,4.2,24.76,20.56,17.21,94.44,7.62
2020,10,8,22.73,21.26,21.99,22.68,5.99,26.21,20.22,17.21,92.06,7.1
2020,10,9,21.75,21.11,21.43,21.69,3.01,23.46,20.46,17.03,96.19,12.66
2020,10,10,22.64,20.48,21.56,22.48,7.56,26.63,19.07,16.42,88.5,1.65
2020,10,11,22.65,21.05,21.85,22.55,6.25,26.29,20.04,16.97,91.25,14.91
2020,10,12,22.51,21.15,21.83,22.25,5.77,25.97,20.19,17.09,92.44,14.49
2020,10,13,23.12,21.4,22.26,22.87,7.11,27.17,20.05,17.4,90.81,4.43
2020,10,14,23.33,21.65,22.5,23.14,6.27,27.13,20.87,17.64,91,9.51
2020,10,15,22.49,20.73,21.61,22.3,5.95,26.01,20.07,16.6,90.5,14.19
2020,10,16,22.24,20.75,21.49,22.05,5.52,25.64,20.12,16.66,91.75,8.82
2020,10,17,22.79,21.19,21.99,22.64,6.51,26.44,19.93,17.15,91.38,6.7
2020,10,18,22.98,22.05,22.51,22.95,4.97,25.85,20.89,18.07,94.81,37.45
2020,10,19,22.47,20.44,21.45,22.28,6.3,26.02,19.72,16.3,89.25,5.44
2020,10,20,22.74,20.57,21.65,22.48,7.29,26.94,19.65,16.48,88.56,1.95
2020,10,21,22.6,20.23,21.41,22.3,6.32,26.23,19.91,16.11,87.56,0.68
2020,10,22,22.84,20.84,21.84,22.68,7.48,27.23,19.74,16.72,89.38,0.36
2020,10,23,22.71,20.87,21.79,22.7,6.66,26.28,19.62,16.78,90.12,16.55
2020,10,24,21.49,20.82,21.15,21.37,3.37,23.35,19.98,16.72,95.94,22.66
2020,10,25,22.42,20.43,21.42,22.39,7.22,26.42,19.2,16.36,89.31,1.86
2020,10,26,21.47,20.5,20.98,21.44,4.36,24.08,19.72,16.36,94.38,14.69
2020,10,27,21.78,20.25,21.01,21.74,5.83,25.23,19.4,16.11,91.56,2.3
2020,10,28,22.66,20.49,21.58,22.53,6.24,26.55,20.3,16.36,88.31,0.2
2020,10,29,22.21,21.15,21.68,21.88,5.02,24.79,19.77,17.03,93.88,18.45
2020,10,30,22.7,20.97,21.83,22.55,6.95,26.94,20,16.85,90.75,9.96
2020,10,31,22.09,20.71,21.4,22.05,5.66,25.62,19.96,16.6,92.44,7.87
2020,11,1,21.97,20.67,21.32,21.92,5.54,25.3,19.76,16.54,92.81,11.4
2020,11,2,22.14,20.38,21.26,22.07,6.94,26.2,19.26,16.24,90.62,12.36
2020,11,3,21.98,20.6,21.3,21.71,5.48,25.1,19.62,16.48,92.25,9.1
2020,11,4,22.14,20.51,21.33,21.97,6.02,25.74,19.72,16.36,91.06,1.92
2020,11,5,21.67,20.48,21.08,21.55,4.56,24.48,19.91,16.3,93.25,5.44
2020,11,6,22.6,20.56,21.58,22.46,7.02,26.41,19.4,16.42,89,0.47
2020,11,7,22.48,21.24,21.86,22.33,4.9,25.55,20.65,17.15,92.88,3.3
2020,11,8,22.58,20.99,21.79,22.52,5.84,26.05,20.22,16.91,91.44,5.9
2020,11,9,22.26,21.33,21.79,22.19,4.59,25.11,20.51,17.21,94.69,43.77
2020,11,10,23.13,20.69,21.91,22.62,7.41,27.09,19.68,16.6,87.06,1.07
2020,11,11,23.76,21.47,22.62,23.23,7.15,27.69,20.55,17.4,87.75,3.42
2020,11,12,23.35,21.39,22.37,22.81,5.48,26.92,21.44,17.33,89.5,13.51
2020,11,13,23.39,21.89,22.64,22.98,6.95,27.06,20.12,17.88,91.75,22.34
2020,11,14,23.26,22.26,22.76,23.15,5.23,26.47,21.24,18.25,94.38,34.96
2020,11,15,23.06,21.52,22.3,22.92,5.27,26.11,20.83,17.46,91.69,6.77
2020,11,16,23.19,21.58,22.39,23.15,6.48,26.73,20.26,17.52,91.25,8.96
2020,11,17,22.62,21.38,22,22.43,4.98,25.33,20.35,17.33,93,17.64
2020,11,18,22.33,21.3,21.82,22.15,5.09,25.43,20.33,17.27,94.06,10.79
2020,11,19,22.3,21.69,21.99,22.21,3.77,24.58,20.81,17.64,96.25,26.35
2020,11,20,22.51,21.41,21.96,22.39,4.7,25.44,20.74,17.33,93.81,3.8
2020,11,21,23.27,21.33,22.3,23.21,7.45,27.52,20.07,17.27,89.75,3.34
2020,11,22,22.06,21.37,21.72,22.05,2.88,23.69,20.82,17.27,95.88,17.93
2020,11,23,22.58,21.1,21.84,22.44,6.02,26.48,20.45,17.03,91.88,8.03
2020,11,24,20.87,20.12,20.5,20.87,4.41,23.44,19.05,15.99,95.56,21.3
2020,11,25,21.33,20.55,20.94,21.27,5.02,24.28,19.26,16.42,95.38,46.74
2020,11,26,21.65,20.6,21.12,21.62,5.5,25.16,19.66,16.48,94.12,7.46
2020,11,27,22.02,20.95,21.49,22.01,5.48,25.06,19.58,16.85,93.94,13.43
2020,11,28,21.31,20.61,20.96,21.2,3.25,23.08,19.83,16.48,95.81,26.09
2020,11,29,21.8,20.41,21.11,21.77,6.27,25.28,19.01,16.3,92.38,5.51
2020,11,30,21.46,19.73,20.6,21.23,4.97,24.33,19.36,15.62,90.44,2.22
2020,12,1,22.36,20.08,21.23,21.75,7.02,26.08,19.05,15.99,87.62,6.17
2020,12,2,21.05,20.12,20.58,20.61,2.88,22.35,19.47,15.99,94.5,6.46
2020,12,3,22.4,20.26,21.33,22.06,7.67,26.42,18.75,16.17,88.5,0.47
2020,12,4,22.78,20.96,21.87,22.76,5.52,26.18,20.65,16.85,90.06,0.96
2020,12,5,22.3,20.86,21.58,22.24,5.55,25.41,19.86,16.78,92,19.09
2020,12,6,22.08,20.18,21.13,22.01,5.37,25.35,19.98,16.05,89.81,2.83
2020,12,7,22.4,20.13,21.26,22.3,8.08,26.76,18.69,16.05,87.88,0.67
2020,12,8,22.52,20.58,21.55,22.21,6.83,26.44,19.61,16.48,89.44,4.38
2020,12,9,22.19,21.05,21.62,21.93,5.18,25.3,20.12,16.97,93.5,23.75
2020,12,10,22.87,21.08,21.98,22.66,7.29,26.8,19.51,17.03,90.44,11.97
2020,12,11,22.43,21.37,21.9,22.36,4.48,25.25,20.76,17.27,94,12.83
2020,12,12,22.01,20.88,21.44,21.98,5.43,25.44,20.01,16.78,93.75,20.27
2020,12,13,22.33,20.64,21.49,22.26,6.43,26.12,19.69,16.54,90.88,4.67
2020,12,14,22.33,20.65,21.5,22.26,6.23,25.92,19.69,16.54,90.94,3.47
2020,12,15,21.48,21.16,21.32,21.35,3.09,23.12,20.03,17.09,97.94,14.89
