YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR
2020,5,17,25.55,14.91,20.23,27.22,14.21,32.61,18.4,12.88,57.69,0.97
2020,5,18,25.64,14.46,20.05,27.88,12.42,32.05,19.62,12.45,54.44,0.48
2020,5,19,25.55,15.3,20.42,27.5,14.85,33.44,18.58,13.12,58.69,1.12
2020,5,20,25.62,17.05,21.33,27.42,12.62,32.47,19.85,14.59,63.25,0.9
2020,5,21,25.12,17.08,21.1,26.64,13.29,32.24,18.95,14.59,64.19,0.25
2020,5,22,26.3,17.32,21.81,28.64,14.32,34.08,19.77,14.83,62.44,0.62
2020,5,23,26.82,15.17,21,29.33,14.33,34.58,20.25,13.06,54.75,0.4
2020,5,24,26.02,16.12,21.07,28.15,13.79,33.58,19.78,13.73,58.88,1.08
2020,5,25,26.17,16,21.08,28.26,14.07,33.51,19.44,13.61,58.06,1.85
2020,5,26,24.71,16.33,20.52,25.92,10.8,29.9,19.09,13.92,63.06,3.88
2020,5,27,23.17,15.44,19.3,24.58,10.83,29.08,18.26,13.12,65.25,5.81
2020,5,28,21.3,15.76,18.54,22.85,9.38,26.23,16.86,13.37,73.94,6.81
2020,5,29,21.58,15.23,18.4,23.16,11.17,28.09,16.91,12.94,71,2.73
2020,5,30,21.72,16.02,18.87,23.21,11.35,28.56,17.21,13.55,73.44,0.21
2020,5,31,23.24,16.34,19.8,25.21,13.72,30.7,16.98,13.85,69.94,1.81
2020,6,1,23.9,16.51,20.2,25.84,11.95,30.43,18.48,14.04,67.69,0.88
2020,6,2,24.54,15.22,19.88,26.65,15.37,32.43,17.06,13,61.5,0.02
2020,6,3,25.25,13.94,19.6,27.37,14.71,32.74,18.03,12.15,56.19,0.07
2020,6,4,25.42,15.85,20.64,27.17,13.83,33.02,19.19,13.61,60.56,0.23
2020,6,5,25.66,16.32,20.99,27.98,13.23,32.69,19.47,13.92,60.5,0.97
2020,6,6,25.45,17.38,21.42,27.55,13.54,33.16,19.62,14.95,66.31,3.57
2020,6,7,24.09,18.45,21.27,25.72,10.39,30.07,19.69,15.93,73.75,2.23
2020,6,8,24.61,17.33,20.97,26.46,12.85,31.67,18.82,14.83,67.69,0.42
2020,6,9,23.98,18.44,21.21,25.51,10.34,29.9,19.56,15.87,74.25,2.75
2020,6,10,23.04,18.48,20.76,23.9,7.67,27.57,19.9,15.93,77.75,3.51
2020,6,11,22.91,18.48,20.69,23.91,9.39,28.31,18.92,15.93,78.62,6.03
2020,6,12,24.46,17.53,21,26.03,13.33,31.7,18.37,15.01,69.69,0.42
2020,6,13,24.4,18.17,21.29,26.06,11.18,30.18,19.01,15.69,71.56,3.81
2020,6,14,23.29,19.02,21.15,24.04,6.76,27.28,20.52,16.48,78.88,17.77
2020,6,15,21.95,19.19,20.57,22.32,5.68,25.42,19.73,16.6,85.19,14.44
2020,6,16,22.81,18.56,20.69,24.23,9.78,28.33,18.55,15.99,79.19,4.97
2020,6,17,23.51,18.71,21.11,24.83,10.66,29.49,18.83,16.17,77.12,1.22
2020,6,18,22.63,18.9,20.77,23.4,7.28,26.76,19.48,16.3,81.06,4.28
2020,6,19,23.32,19.15,21.23,24.33,8.97,28.69,19.73,16.6,79.81,3.7
2020,6,20,24.04,19.01,21.52,25.41,10.61,30.01,19.4,16.42,76.44,1.28
2020,6,21,24.18,18.9,21.54,25.5,10.73,30.48,19.73,16.36,75.31,1.97
2020,6,22,23.89,18.49,21.19,25.29,11.2,30.12,18.93,15.93,74.94,0.36
2020,6,23,24.57,18.71,21.64,26.05,11.91,31.23,19.32,16.17,73.38,0.39
2020,6,24,23.5,19.15,21.33,24.45,8.51,28.74,20.23,16.6,78.81,6.38
2020,6,25,22.67,19.73,21.2,23.39,7.11,27.05,19.94,17.21,84.75,21.19
2020,6,26,23.58,19.06,21.33,24.87,9.39,29.4,20,16.54,78.31,4.19
2020,6,27,23.55,18.52,21.03,25.04,11.01,29.75,18.74,15.99,76.38,1.98
2020,6,28,23.9,19.12,21.51,25.26,10.23,29.78,19.55,16.6,77.44,2.26
2020,6,29,23.77,19.34,21.56,24.86,8.91,28.82,19.91,16.85,78.56,1.21
2020,6,30,23.51,19.44,21.48,24.26,7.22,27.98,20.76,16.91,79.81,4.21
2020,7,1,22.28,19.69,20.99,22.68,5.67,25.67,19.99,17.15,86.25,14.07
2020,7,2,22.98,19.35,21.16,23.89,8.11,27.69,19.58,16.78,81.75,27.43
2020,7,3,22.59,19.26,20.92,23.42,7.49,26.91,19.42,16.66,82.88,13.67
2020,7,4,22.4,18.9,20.65,23.08,7.3,26.76,19.45,16.3,82,2.91
2020,7,5,22.25,18.74,20.5,23.09,9.15,27.23,18.08,16.17,82.19,8.42
2020,7,6,22.55,19.19,20.87,23.34,8.22,27.12,18.9,16.6,82.94,4.71
2020,7,7,22.64,19.43,21.04,23.34,7.94,27.05,19.12,16.85,83.62,5.7
2020,7,8,22.36,19.57,20.96,22.88,6.75,26.37,19.62,16.97,85.38,4.49
2020,7,9,21.53,18.94,20.24,21.92,6.21,25.14,18.94,16.36,86.12,2.07
2020,7,10,21.82,18.71,20.26,22.37,7.09,25.58,18.48,16.17,83.69,5.63
2020,7,11,21.58,18.37,19.97,22.15,7.71,26.04,18.33,15.81,83.12,3.31
2020,7,12,21.7,18.87,20.29,22.4,7.95,26.45,18.49,16.3,85.19,10.04
2020,7,13,20.83,18.08,19.45,21.56,6.51,24.47,17.96,15.44,85.25,15.87
2020,7,14,22.03,17.6,19.81,23.17,10.41,27.76,17.33,14.95,78.31,0.52
2020,7,15,23.02,18.4,20.71,24.22,10.83,28.81,17.98,15.81,77.75,0.02
2020,7,16,22.62,19.05,20.83,23.51,7.76,26.92,19.17,16.48,82,0.64
2020,7,17,22.45,19.33,20.89,23.12,8.2,27.23,19.04,16.72,84,7.96
2020,7,18,21.59,19.2,20.4,22.01,6.11,25.37,19.26,16.6,87.25,9.91
2020,7,19,21.69,18.51,20.11,22.62,7.62,26.08,18.46,15.93,83.62,14.84
2020,7,20,21.14,18.73,19.93,21.68,6.29,24.97,18.68,16.11,86.94,10.04
2020,7,21,21.51,18.61,20.06,22.05,7.56,25.85,18.29,15.99,84.81,6.37
2020,7,22,21.8,18.22,20.01,22.69,8.74,26.55,17.8,15.56,81.94,0.94
2020,7,23,22.58,18.4,20.49,23.67,9.84,27.89,18.05,15.75,79.56,0.55
2020,7,24,22.36,18.83,20.6,22.93,9.06,27.57,18.51,16.17,82.12,0.96
2020,7,25,23.44,19.12,21.27,24.2,9.96,28.77,18.81,16.48,79,0.25
2020,7,26,22.99,20.01,21.5,23.46,7.33,27.03,19.7,17.46,84.56,7.23
2020,7,27,21.93,15.55,18.73,22.67,12.9,29.16,16.26,13.43,72.31,11.36
2020,7,28,22.61,16.44,19.52,23.46,11.27,28.78,17.51,13.98,72,0.92
2020,7,29,22.7,17.51,20.1,24.13,11.44,28.81,17.38,14.95,75.62,0.1
2020,7,30,23.08,18.7,20.89,24.04,9.66,28.35,18.69,16.11,78.56,4.37
2020,7,31,23.85,18.97,21.4,24.63,9.78,28.99,19.21,16.42,76.38,2.52
2020,8,1,24.57,18.61,21.59,25.76,10.27,30.18,19.91,16.11,72.56,0.41
2020,8,2,23.27,18.22,20.75,24.12,10.77,29.1,18.33,15.69,75.69,3.15
2020,8,3,23.03,18.48,20.76,23.79,9.8,28.73,18.92,15.99,77.81,4.65
2020,8,4,23.12,18.69,20.9,24.32,10.1,28.57,18.47,16.17,78.38,2.24
2020,8,5,22.58,18.87,20.73,23.28,7.65,26.49,18.83,16.3,81,18.87
2020,8,6,22.76,19.5,21.13,23.41,8.53,27.83,19.3,16.91,83.38,18.46
2020,8,7,22.07,19.48,20.77,22.83,7.62,26.77,19.15,16.91,86.44,12.1
2020,8,8,22.51,18.9,20.7,23.53,9.52,27.78,18.25,16.3,81.88,5.27
2020,8,9,22.35,19.48,20.91,22.9,7.71,26.84,19.12,16.91,85.12,2.79
2020,8,10,22.37,19.26,20.81,23,7.52,26.69,19.17,16.72,84.12,1.95
2020,8,11,22.3,18.97,20.63,23.09,8.69,27.08,18.38,16.42,83.06,1.46
2020,8,12,22.29,19.1,20.69,23.08,8.03,26.9,18.87,16.54,83.56,2.12
2020,8,13,21.93,19.12,20.53,22.42,7.27,26.12,18.85,16.54,85.31,8.74
2020,8,14,21.34,18.44,19.89,22.12,9.11,26.66,17.55,15.87,84.94,6.85
2020,8,15,22.03,18.4,20.22,23.17,10.64,28.12,17.48,15.81,82,3.14
2020,8,16,21.51,18.54,20.02,22.24,7.46,25.8,18.34,15.93,84.5,9.29
2020,8,17,20.34,18.77,19.55,20.56,3.9,22.72,18.82,16.17,91,20.57
2020,8,18,20.11,18.23,19.17,20.38,5.19,22.94,17.76,15.62,89.44,22.28
2020,8,19,21.13,17.81,19.47,21.82,9.19,26.35,17.16,15.2,82.94,17.67
2020,8,20,21.7,17.53,19.62,22.45,10.49,27.29,16.8,14.95,79,8.26
2020,8,21,21.14,17.51,19.33,21.58,6.81,25.01,18.21,14.89,80.81,1.81
2020,8,22,21.51,17.98,19.75,22.1,8.7,26.29,17.59,15.32,81.81,5.45
2020,8,23,21.34,18.19,19.77,22.04,8.5,26.11,17.61,15.56,83.81,3.51
2020,8,24,21.38,18.38,19.88,21.94,7.24,25.37,18.13,15.75,84.31,8.86
2020,8,25,21.47,18.7,20.08,21.75,7.59,25.76,18.16,16.11,85.25,55.09
2020,8,26,23.32,17.31,20.32,23.63,13.41,30.26,16.85,14.77,72.5,1.46
2020,8,27,23.19,17.51,20.35,23.4,11.61,29.5,17.9,15.01,73,0.01
2020,8,28,22.67,17.69,20.19,23.39,11.3,28.69,17.39,15.14,76.25,0.07
2020,8,29,21.8,18.66,20.23,22.05,7.38,25.9,18.53,16.05,83.38,5.76
2020,8,30,21.23,18.34,19.78,21.1,5.62,24.13,18.51,15.75,84.38,8.36
2020,8,31,20.88,16.66,18.77,21.13,7.76,25.59,17.83,14.1,78.25,8.89
2020,9,1,21.93,15.68,18.8,22.63,12.56,28.05,15.5,13.24,70.25,2.8
2020,9,2,23.54,16.56,20.05,23.9,10.65,29.05,18.4,14.04,66.62,0.01
2020,9,3,23.35,18.13,20.74,23.96,9.23,28.44,19.21,15.5,74.25,0
2020,9,4,22.47,18.65,20.56,23.03,8.77,27.32,18.55,15.99,80.62,0.16
2020,9,5,22.5,18.9,20.7,23.1,8.91,27.49,18.58,16.3,81.88,0.17
2020,9,6,23.06,18.94,21,24.01,9.33,28.14,18.81,16.36,79.88,1.91
2020,9,7,20.9,17.04,18.97,21.05,5.42,23.77,18.35,14.53,79.56,11.71
2020,9,8,21.62,17.97,19.8,22.43,10.44,27.45,17.01,15.38,81.38,6.75
2020,9,9,21.76,18.43,20.1,22.73,9.56,27.23,17.67,15.81,83.12,8.05
2020,9,10,21.87,18.78,20.33,22.56,9.38,27.13,17.76,16.17,84.19,4.25
2020,9,11,21.09,18.96,20.03,21.08,5,24,19,16.36,88.19,5.83
2020,9,12,21.05,18.62,19.83,21.39,7.05,25.25,18.2,15.93,86.94,5.82
2020,9,13,21.05,18.06,19.55,21.62,7.88,25.68,17.8,15.38,84.38,4.15
2020,9,14,21.05,18.29,19.67,21.62,8.78,26.08,17.29,15.62,85.56,6
2020,9,15,21.3,18.58,19.94,21.66,7.7,25.7,18.01,15.93,85.69,9.23
2020,9,16,21.58,19.11,20.34,22.03,7.49,25.88,18.39,16.48,87,10.45
2020,9,17,21.94,18.58,20.26,22.45,10.59,27.58,16.98,15.99,82.88,6.92
2020,9,18,19.06,15.23,17.15,19.57,10.19,24.82,14.63,12.88,79.75,4.18
2020,9,19,19.86,16.26,18.06,20.63,10.6,25.83,15.23,13.79,81.19,2.13
2020,9,20,20.01,16.71,18.36,20.71,9.41,25.01,15.59,14.16,82.69,4.62
2020,9,21,20.58,17.73,19.15,21.14,9.08,25.84,16.76,15.14,85.06,9.56
2020,9,22,21.44,18.7,20.07,22,8.66,26.46,17.8,16.05,85.81,9.68
2020,9,23,20.69,18.3,19.49,20.84,6.78,24.15,17.37,15.62,86.88,18.49
2020,9,24,18.97,16.57,17.77,19.58,7.86,23.94,16.08,14.04,86.81,16.93
2020,9,25,20.82,18.26,19.54,21.42,9.98,26.44,16.47,15.62,86.62,8.86
2020,9,26,21.68,18.48,20.08,22.2,8.18,26.5,18.33,15.87,83.62,3.57
2020,9,27,21.53,18.75,20.14,21.98,7.76,26.2,18.44,16.11,85.5,1.74
2020,9,28,21.51,18.72,20.12,22.26,9.05,26.65,17.61,16.05,85.5,3.01
2020,9,29,21.68,18.87,20.27,22.19,8.83,26.68,17.85,16.24,85.5,2.08
2020,9,30,21.97,18.83,20.4,22.23,7.93,26.65,18.72,16.17,83.69,1.83
2020,10,1,21.22,18.69,19.95,21.37,6.52,25.09,18.57,16.05,86.5,1.69
2020,10,2,21.48,18.44,19.96,22.1,9.26,26.76,17.51,15.81,84.5,1.55
2020,10,3,21.68,18.7,20.19,22.15,8.55,26.65,18.09,16.05,84.75,5.2
2020,10,4,21.42,18.52,19.97,21.83,7.73,25.9,18.16,15.87,84.94,1.42
2020,10,5,20.41,17.88,19.15,20.7,6.55,24.58,18.03,15.2,86.38,3.46
2020,10,6,19.55,17.04,18.29,19.9,6.45,23.26,16.81,14.4,86.31,11.47
2020,10,7,19.58,16.58,18.08,20.42,9.92,25.3,15.38,13.98,84.44,1.13
2020,10,8,19.31,15.62,17.47,20.17,10.58,25.48,14.9,13.12,81.31,0.15
2020,10,9,18.53,14.59,16.56,19.22,10.55,24.65,14.1,12.27,79.94,0
2020,10,10,17.82,13.4,15.62,18.45,12.42,25.08,12.65,11.41,78.25,0
2020,10,11,18.14,12.98,15.56,18.42,13.8,25.75,11.95,11.11,75.44,0
2020,10,12,17.66,13.23,15.44,18,13.42,24.59,11.17,11.29,77.75,0.03
2020,10,13,19.21,14.92,17.06,19.9,11.48,25.65,14.17,12.57,78.75,0.13
2020,10,14,18.47,14.73,16.6,19.03,11.71,25.35,13.63,12.45,80.75,1.25
2020,10,15,15.44,13.26,14.35,15.43,5.25,18.33,13.08,11.29,87.12,4.73
2020,10,16,14.31,11.9,13.11,14.54,7.89,18.71,10.82,10.31,86.06,4.1
2020,10,17,15.19,10.96,13.08,15.97,12.35,21.87,9.51,9.77,77.56,0.05
2020,10,18,16.14,12.36,14.25,16.98,11.3,22.62,11.32,10.68,79.81,0
2020,10,19,14.62,11.5,13.06,15.19,7.85,18.82,10.97,10.01,82.44,3.02
2020,10,20,14.51,12.51,13.51,14.97,6.83,18.06,11.23,10.74,88.19,3.5
2020,10,21,14.5,10.47,12.48,14.8,9.19,19.43,10.24,9.34,78.06,2.85
2020,10,22,14.82,8.62,11.72,15.05,12.73,22.1,9.37,8.3,69.19,0.01
2020,10,23,14.66,5.97,10.31,14.48,13.09,21.23,8.13,6.96,59.25,0
2020,10,24,16.26,9.83,13.04,16.59,12.53,22.75,10.22,9.09,67.75,0
2020,10,25,18.47,13.94,16.21,18.7,11.52,25.13,13.62,11.84,76.62,0
2020,10,26,18.72,15.12,16.92,19.36,12.73,25.53,12.8,12.76,82.06,0
2020,10,27,18.81,15.6,17.2,19.31,9.89,24.2,14.3,13.12,83.19,0
2020,10,28,18.99,15.86,17.43,19.26,7.98,23.41,15.43,13.31,83.5,0
2020,10,29,16.55,13.4,14.98,17.03,9.2,22.01,12.82,11.35,82.56,1.72
2020,10,30,17.11,13.87,15.49,17.67,11.45,23.18,11.73,11.72,82.81,0.48
2020,10,31,18.37,15.4,16.88,18.83,10.33,24.42,14.09,12.94,84.62,0.46
2020,11,1,19.4,15.94,17.68,19.92,10.28,25.28,15,13.37,82.12,0.05
2020,11,2,17.78,15.41,16.6,18.14,9.12,22.6,13.48,12.94,87.06,4.83
2020,11,3,15.05,12.92,13.99,15.83,9.52,20.47,10.94,11.05,87.88,3.54
2020,11,4,15.07,13.29,14.18,15.6,7.48,19.77,12.3,11.29,89.75,3.15
2020,11,5,16.33,14.25,15.3,16.81,11.34,22.85,11.51,12.08,88.44,1.18
2020,11,6,17.99,14.69,16.34,18.3,10.27,24.09,13.83,12.33,83.06,0.5
2020,11,7,17.12,13.41,15.26,17.42,10.15,23.13,12.98,11.35,80.94,0.08
2020,11,8,15.88,11.4,13.64,16.44,13,22.81,9.81,9.95,77.44,0
2020,11,9,14.44,9.29,11.86,14.6,12.77,21.35,8.58,8.61,74.06,0.05
2020,11,10,13.6,7.15,10.37,13.33,15.02,21.56,6.55,7.45,68,0
2020,11,11,12.96,5.01,8.98,12.57,17.09,21.58,4.49,6.47,63.25,0
2020,11,12,14.62,7.65,11.13,14.02,16.41,22.87,6.45,7.75,66.5,0
2020,11,13,14.52,7.88,11.2,14,15.7,22.5,6.8,7.87,68.38,0
2020,11,14,13.67,5.51,9.59,12.92,15.47,21.59,6.12,6.65,61.88,0
2020,11,15,14.58,9.39,11.99,14.15,16.2,22.46,6.26,8.91,73.44,0
2020,11,16,17.08,14.33,15.7,17.47,11.34,23.33,11.99,12.08,85,0.57
2020,11,17,16.42,13.86,15.14,16.7,10.22,22.52,12.3,11.72,86.12,0.53
2020,11,18,15.93,12.55,14.24,15.94,10.02,22.01,11.99,10.8,81.94,0.11
2020,11,19,14.95,11.04,12.99,14.66,11.09,21.62,10.52,9.77,79.31,0
2020,11,20,15.13,11.33,13.23,14.66,11.62,22.01,10.39,9.95,80.25,0
2020,11,21,15.29,11.39,13.34,15.01,12.33,22.6,10.26,10.01,79.12,0
2020,11,22,15.46,11.17,13.32,14.81,11.2,22.26,11.07,9.83,78.38,0
2020,11,23,15.33,9.56,12.44,13.94,12.82,22.35,9.53,8.79,72.19,0
2020,11,24,15.46,11.26,13.36,14.33,10.96,21.96,11,9.95,78.12,0
2020,11,25,15.73,11.7,13.72,15.23,10.5,22.26,11.76,10.19,79.19,0
2020,11,26,15,11.08,13.05,14.65,11.88,21.87,9.98,9.77,79.75,0
2020,11,27,15.13,11.78,13.45,15.28,12.05,21.82,9.76,10.19,82.56,0
2020,11,28,14.65,11.44,13.05,15.46,9.92,20.76,10.83,9.95,82.19,0.02
2020,11,29,13.44,9.44,11.44,14.28,10.68,19.76,9.08,8.73,79.19,0.05
2020,11,30,12.49,8.62,10.55,12.95,10.34,18.89,8.55,8.24,79.44,0.03
2020,12,1,11.94,8.22,10.08,12.33,12.12,19.33,7.22,8,80.62,0
2020,12,2,12.87,9.48,11.17,13.41,11.88,19.98,8.1,8.73,82.06,0
2020,12,3,11.38,9.11,10.25,11.83,6.74,15.44,8.69,8.54,86.75,0.33
2020,12,4,10.12,8.26,9.19,10.56,5.68,13.52,7.84,8.06,88.88,0.87
2020,12,5,10.69,8.25,9.47,11.26,10.28,16.74,6.46,8.06,86.06,0.41
2020,12,6,11.75,9.25,10.5,12.06,10.59,18.27,7.67,8.61,85.94,0.08
2020,12,7,12.58,9.76,11.16,12.91,10.38,18.48,8.09,8.91,84.12,0.02
2020,12,8,12.08,8.95,10.51,12.6,10.48,18.65,8.16,8.42,83.19,0.03
2020,12,9,12.51,9.44,10.98,12.87,11.34,19.53,8.19,8.73,83.56,0.01
2020,12,10,13,10.38,11.69,13.12,10.41,19.53,9.12,9.34,84.44,0
2020,12,11,13.55,10.62,12.08,13.43,11.43,20.65,9.22,9.52,83.06,0
2020,12,12,13.91,10.93,12.42,13.89,11.39,21.01,9.62,9.7,83.25,0
2020,12,13,14.73,11.12,12.93,14.64,11.71,22,10.29,9.83,80.62,0
2020,12,14,15.23,12.25,13.74,15.44,11.54,22.15,10.62,10.56,83.81,0
2020,12,15,14.79,12.37,13.58,15.31,10.41,21.02,10.62,10.62,85.75,0
