YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR
2020,3,18,-9.59,-10.27,-9.93,-9.56,4.7,-7.42,-12.11,1.83,98.75,0.73
2020,3,19,-7.32,-7.92,-7.62,-7.38,4.59,-5.27,-9.85,2.26,99.31,1.62
2020,3,20,-9.34,-9.97,-9.66,-9.42,5.24,-6.7,-11.95,1.89,99.19,1.29
2020,3,21,-5.7,-6.2,-5.95,-5.7,7.27,-3.08,-10.35,2.62,99.38,4.14
2020,3,22,-3,-3.36,-3.18,-3.06,8.09,-0.19,-8.27,3.23,99.19,0.51
2020,3,23,-4.13,-4.6,-4.36,-4.35,14.81,0.05,-14.77,3.05,98.56,0.98
2020,3,24,-14.55,-14.88,-14.72,-15.67,7.38,-10.95,-18.33,1.16,99,0.3
2020,3,25,-16.7,-17.08,-16.89,-16.7,5.05,-15.06,-20.1,0.92,98.88,0.46
2020,3,26,-13.7,-14.17,-13.94,-13.75,7.61,-10.1,-17.7,1.28,99.5,1.25
2020,3,27,-9.35,-9.88,-9.62,-9.35,9.5,-5.76,-15.26,1.89,99.5,1.67
2020,3,28,-5.02,-5.56,-5.29,-5.06,5.73,-2.52,-8.24,2.75,99.12,1.01
2020,3,29,-6.14,-6.73,-6.44,-6.18,2.46,-4.72,-7.18,2.44,99.19,2.03
2020,3,30,-6.7,-7.3,-7,-6.7,3.17,-5.49,-8.67,2.32,99.25,1.6
2020,3,31,-2.9,-3.28,-3.09,-2.92,4.26,-1.23,-5.49,3.23,99.25,1.38
2020,4,1,-1.97,-2.27,-2.13,-2.04,4.4,-0.29,-4.69,3.48,99.25,1.11
2020,4,2,-1.81,-2.1,-1.95,-1.88,5.91,0.01,-5.89,3.54,99.19,0.09
2020,4,3,-3.53,-3.85,-3.7,-3.73,11.59,0.06,-11.52,3.17,99.25,0.03
2020,4,4,-1.46,-1.74,-1.6,-1.61,7.7,0.16,-7.53,3.6,98.88,2.05
2020,4,5,-5.66,-6.44,-6.05,-8.02,8.3,-1.86,-10.17,2.5,96.94,0.07
2020,4,6,-5.85,-6.18,-6.02,-7.22,13.95,0.06,-13.89,2.62,98.38,0.05
2020,4,7,-3.65,-5.81,-4.73,-5.48,13,0.91,-12.09,2.75,87.5,0
2020,4,8,-1.6,-6.1,-3.85,-5.83,9.05,2.6,-6.45,2.69,72.44,0
2020,4,9,-1.53,-3.46,-2.5,-3.07,9.98,3.05,-6.94,3.23,87.56,0
2020,4,10,1.22,-0.81,0.2,0.74,10.8,7.7,-3.1,3.85,87.25,0.03
2020,4,11,0.46,-1.43,-0.49,0.14,8.29,5.35,-2.94,3.66,88.88,0.9
2020,4,12,-1.12,-3.73,-2.42,-1.24,8.52,2.76,-5.75,3.05,84.31,0.73
2020,4,13,-1.03,-4.13,-2.58,-1.19,10.74,4.82,-5.92,2.99,81.31,0.04
2020,4,14,2.3,-3.78,-0.74,0.73,13.41,8.59,-4.81,3.11,67.44,0.04
2020,4,15,6.04,-4.46,0.79,2.82,11.52,11.75,0.23,2.93,48.88,0
2020,4,16,6.66,-3.51,1.58,3.73,12.02,12.62,0.61,3.17,49.62,0
2020,4,17,0.78,-0.88,-0.05,-0.22,6.71,3.96,-2.75,3.85,88.25,3.35
2020,4,18,-2.15,-6.95,-4.55,-2.12,8.02,1.9,-6.13,2.38,71.56,1.49
2020,4,19,-5.4,-11.11,-8.25,-5.39,6.87,-2.24,-9.1,1.65,65.75,0.28
2020,4,20,-5.63,-10.49,-8.06,-6.1,11.77,-0.16,-11.93,1.71,72.06,0.05
2020,4,21,-1.77,-7.71,-4.74,-3.54,12.3,4.03,-8.27,2.26,65.94,0
2020,4,22,0.69,-4.93,-2.12,0.51,16.23,8.23,-8.01,2.81,70.81,0
2020,4,23,2.94,-2.56,0.19,2.87,12.91,9.04,-3.88,3.42,69.94,0.01
2020,4,24,3.81,-2.85,0.48,2.86,14.77,10.64,-4.13,3.3,65.31,0.02
2020,4,25,7.45,4.7,6.08,6.8,13.67,14.83,1.16,5.98,82.12,0.76
2020,4,26,9.83,7.35,8.59,9.67,16.31,19.41,3.11,6.96,85.44,1.92
2020,4,27,7.26,0.36,3.8,6.18,14.5,14.98,0.48,4.21,66.5,0
2020,4,28,8.87,-1.56,3.65,6.66,12.61,15.26,2.65,3.72,50.88,0
2020,4,29,9.31,2.57,5.94,8.47,14.29,16.1,1.81,5.07,66.06,0.04
2020,4,30,10.03,7.37,8.69,10.01,10.22,15.66,5.45,7.08,84.75,11.12
2020,5,1,4.1,-0.72,1.69,4.08,12.55,8.02,-4.52,4.09,75.44,2.23
2020,5,2,3.37,-3.56,-0.1,3.48,15.04,11.03,-4.01,3.23,66.81,0.83
2020,5,3,3.87,1.62,2.74,3.88,6.7,7.83,1.14,4.64,86.5,3.83
2020,5,4,5.9,0.3,3.1,5.99,12.33,13.02,0.7,4.21,72.25,0.43
2020,5,5,5.05,1.86,3.45,5.05,13.62,13.09,-0.54,4.76,81.94,4.16
2020,5,6,1.9,-1.38,0.26,1.94,7.95,6.06,-1.89,3.72,80.44,3.27
2020,5,7,2.78,0.44,1.61,2.82,8.98,7.63,-1.35,4.27,86.06,5.11
2020,5,8,2.14,-0.92,0.62,2.12,8.86,6.38,-2.48,3.85,82.5,2.82
2020,5,9,3.26,-1.49,0.89,3.31,11.67,8.05,-3.62,3.66,73.88,0.44
2020,5,10,6.97,4.05,5.51,6.95,11.08,12.65,1.57,5.68,82.5,6.29
2020,5,11,4.87,-2.38,1.25,4.56,12.32,10.29,-2.03,3.48,63.56,0
2020,5,12,8.32,4.91,6.62,8.14,13.32,13.9,0.58,6.04,80.56,3.37
2020,5,13,1.95,-2.37,-0.21,1.8,8.99,5.33,-3.66,3.54,76,2.42
2020,5,14,-0.81,-5.38,-3.09,-0.86,7.62,2.24,-5.38,2.75,73.69,0.26
2020,5,15,2.29,-1.95,0.17,2.32,9.32,7.07,-2.25,3.6,76.38,0.85
2020,5,16,3.59,-1.89,0.85,3.13,12.75,9.29,-3.46,3.6,70,0.07
2020,5,17,8.13,-1.45,3.34,6.37,14.59,14.4,-0.18,3.72,54.44,0.05
2020,5,18,9.89,5.34,7.62,9.18,10.88,15.74,4.87,6.1,75.31,1.98
2020,5,19,9.76,5.31,7.54,9.16,12.73,15.75,3.02,6.04,76.69,1.16
2020,5,20,8.28,7.03,7.65,8.05,7.3,11.38,4.08,6.77,91,5.65
2020,5,21,8.9,5.04,6.98,8.91,10.48,14.16,3.68,5.86,79.12,0.73
2020,5,22,11.06,3.44,7.25,9.85,16.2,17.11,0.91,5.25,63.19,0
2020,5,23,14.08,5.87,9.98,12.48,15.52,20.65,5.12,6.29,60.56,0.01
2020,5,24,15.35,7.58,11.47,13.94,12.72,20.53,7.81,7.02,63.25,0.09
2020,5,25,16.79,8.8,12.8,15.39,12.84,23.18,10.34,7.75,62.81,0.42
2020,5,26,13.15,9.07,11.11,13.14,11.02,18.8,7.79,7.81,78.5,2.57
2020,5,27,9.27,4.98,7.12,9.25,11.52,13.22,1.7,6.23,76.75,8.1
2020,5,28,4.51,0.53,2.51,4.54,8.54,9.26,0.72,4.27,77.88,2.9
2020,5,29,4.95,1.08,3.01,4.83,9.68,10.28,0.59,4.46,78.88,1.71
2020,5,30,7.36,0.35,3.86,6.69,13.11,13.3,0.19,4.27,65.31,0.11
2020,5,31,8.44,3,5.73,8.44,14.71,14.37,-0.35,5.25,72.19,0.54
2020,6,1,7.81,5.51,6.66,7.82,9.54,13.39,3.86,6.16,87,13.61
2020,6,2,7.77,5.2,6.48,7.5,8.42,12.17,3.75,6.04,85.19,4.35
2020,6,3,10.3,5.68,7.99,9.8,11.88,15.55,3.68,6.23,75.81,0.4
2020,6,4,9.93,5.37,7.65,9.52,9.42,14.67,5.25,6.1,75.5,1.94
2020,6,5,10.14,3.22,6.68,9.05,7.99,13.44,5.45,5.25,64,0.02
2020,6,6,9.56,6.89,8.23,9.34,9.62,13.09,3.48,6.84,84.19,9.05
2020,6,7,7.62,5.68,6.65,7.62,3.77,9.26,5.49,6.29,87.81,5.67
2020,6,8,8.86,6.2,7.53,8.84,6.73,12.09,5.36,6.47,84.31,7.71
2020,6,9,10.57,5.69,8.13,10.16,10.45,15.69,5.24,6.23,74.56,0.79
2020,6,10,11.9,6.33,9.12,10.9,10.48,16.79,6.31,6.53,71.5,0.61
2020,6,11,12.11,7.4,9.76,11.83,10.58,16.53,5.95,6.96,75.19,0.82
2020,6,12,10.63,7.13,8.88,10.62,8.53,14.95,6.42,6.9,80.75,5.87
2020,6,13,11.04,9.77,10.4,11.06,11.28,15.66,4.38,8.3,91.81,8.46
2020,6,14,16.8,12.02,14.41,16.7,12.88,23.25,10.37,9.58,77.06,0.44
2020,6,15,18.44,12.75,15.59,18.26,15.63,25.87,10.25,10.07,73.56,0.58
2020,6,16,11.58,9.62,10.6,11.33,10.8,16.95,6.15,8.3,88.12,15.66
2020,6,17,10.8,5.8,8.3,10.37,10.38,15.32,4.93,6.23,73.25,0.85
2020,6,18,11.71,5.17,8.44,10.92,11.62,17.2,5.58,5.98,67.69,0.08
2020,6,19,13.19,6.41,9.8,13,16.25,20.55,4.3,6.59,67.75,0
2020,6,20,15.33,9.46,12.39,14.62,12.57,21.45,8.88,8.12,71.56,0.22
2020,6,21,16.54,11.17,13.86,16.25,14.7,22.93,8.22,9.03,74.19,0.35
2020,6,22,17.4,11.75,14.58,17.1,13.22,23.44,10.23,9.4,73.12,0.15
2020,6,23,18.16,12.23,15.19,17.3,11.51,23.43,11.92,9.7,71.12,0.55
2020,6,24,18.35,12,15.17,17.87,10.8,23.9,13.09,9.58,70.5,0.24
2020,6,25,18.3,12.63,15.47,17.76,11.02,23.46,12.44,9.95,72.19,1.26
2020,6,26,19.31,12.26,15.79,18.41,12.21,24.69,12.48,9.7,66.19,0.34
2020,6,27,20.38,13,16.69,19.78,12.89,26.81,13.92,10.25,65.81,0.3
2020,6,28,20.19,13.87,17.02,19.52,11.51,25.96,14.44,10.86,69.56,2.43
2020,6,29,19.57,13.46,16.51,18.82,11.31,25.12,13.81,10.5,71.25,0.46
2020,6,30,20.08,14.3,17.19,19.44,13.39,26.33,12.94,11.05,72.56,0.08
2020,7,1,21.98,14.48,18.23,21.11,11.59,28.05,16.45,11.23,66.06,0.3
2020,7,2,21.9,15.01,18.45,21.57,14.02,28.49,14.46,11.6,69.19,0.08
2020,7,3,22.39,14.48,18.44,22.07,14.53,29.33,14.8,11.29,65.75,0.03
2020,7,4,20.4,14.19,17.3,20.34,14.09,26.75,12.66,11.05,71.56,0.02
2020,7,5,15.58,8.87,12.23,15.48,12.8,21.51,8.7,7.75,68.75,0
2020,7,6,16.77,7.31,12.04,15.51,15.96,23.72,7.76,7.02,57.94,0
2020,7,7,18.81,10.76,14.79,17.64,13.19,24.67,11.48,8.91,61.81,0.36
2020,7,8,16.29,14.99,15.64,15.86,5.64,19.05,13.41,11.66,92,9.76
2020,7,9,17.36,11.83,14.59,17.24,11.46,23.31,11.85,9.52,74.06,0.22
2020,7,10,17.92,11.81,14.87,17.65,11.06,23.37,12.3,9.46,70.38,0.22
2020,7,11,20.23,13.16,16.7,20.15,14.34,27.01,12.66,10.44,67.56,3.58
2020,7,12,16.22,14.53,15.37,16.01,5.21,18.22,13.01,11.23,89.75,4.77
2020,7,13,18.99,13.14,16.07,18.53,14.74,25.52,10.78,10.31,71.81,0.13
2020,7,14,22.36,14.69,18.52,21.56,13.07,28.71,15.64,11.41,65.38,0.04
2020,7,15,19.75,14.19,16.97,19.6,13.99,27.56,13.57,11.05,73.56,11.92
2020,7,16,12.34,8.55,10.44,12.31,7.77,15.58,7.81,7.57,79.56,13.18
2020,7,17,11.11,8.11,9.61,11.12,8.46,14.83,6.37,7.39,83.06,2.04
2020,7,18,10.37,7.01,8.69,10.35,7.77,14.62,6.85,6.77,81.75,3.3
2020,7,19,10.09,6.51,8.3,10.08,8.71,14.76,6.05,6.53,80.56,2.89
2020,7,20,11.17,6.72,8.94,10.94,11.09,16.11,5.01,6.65,76.12,1.18
2020,7,21,13.94,6.48,10.21,12.41,11.37,19.34,7.98,6.65,63.44,0.12
2020,7,22,16.9,10.27,13.58,16.05,16.04,23.35,7.31,8.73,67.44,1.72
2020,7,23,16.65,11.79,14.22,16.08,9.26,22.03,12.77,9.46,75.81,1.78
2020,7,24,17.72,11.29,14.5,16.66,12.16,24.01,11.85,9.16,68.88,1.88
2020,7,25,15.72,8.07,11.89,14.67,12.04,21.55,9.51,7.32,64.06,0.12
2020,7,26,15.81,9.3,12.56,15.35,14.43,23.22,8.79,8.06,68.75,0.8
2020,7,27,15.5,11.82,13.66,14.69,8.92,19.79,10.87,9.46,79.75,0.82
2020,7,28,16.83,13.42,15.12,16.59,11.05,22.26,11.2,10.44,81.38,2.16
2020,7,29,18.11,13.17,15.64,18.09,13.38,25.03,11.65,10.25,75.62,0.7
2020,7,30,17.5,13.21,15.35,17.48,13.05,24.62,11.57,10.31,78.69,1.04
2020,7,31,15.98,13.6,14.8,15.98,8.41,20.54,12.13,10.56,86.12,1.01
2020,8,1,14.83,13.66,14.25,14.83,4.9,17.38,12.48,10.68,92.69,7.49
2020,8,2,17.59,13.25,15.42,17.6,12.1,24.26,12.16,10.31,78.38,0.69
2020,8,3,16.7,10.04,13.37,16.61,12.09,22.9,10.81,8.36,69.5,0.07
2020,8,4,16.81,9.15,12.98,16.02,14.31,23.38,9.07,7.87,65.06,0.01
2020,8,5,18.17,9.82,13.99,17.83,15.88,25.63,9.75,8.24,62.75,0
2020,8,6,18.94,11.88,15.4,18.81,14.27,25.69,11.42,9.52,67.19,0.37
2020,8,7,18.67,12.99,15.83,17.98,9.89,24.24,14.35,10.25,72,1.96
2020,8,8,17.48,12,14.74,17.19,10.09,21.99,11.9,9.58,72.19,1.78
2020,8,9,16.82,9.55,13.19,16.81,13.43,23.59,10.16,8.12,65.75,0.17
2020,8,10,16.7,9.37,13.04,16.64,13.92,23.77,9.85,8,66.81,0
2020,8,11,16.83,11.64,14.24,16.57,13.7,23.47,9.77,9.34,74.69,1.19
2020,8,12,18.19,11.32,14.76,17.73,12.77,24.92,12.14,9.09,68.62,0.52
2020,8,13,19.55,10.78,15.17,18.19,10.95,25.26,14.3,8.85,59.62,0.54
2020,8,14,15.33,10.06,12.69,15.05,12.62,20.75,8.12,8.48,72.75,1.53
2020,8,15,11.64,2.66,7.15,11.62,14.88,19.24,4.36,5,60.69,0
2020,8,16,10.83,3.93,7.38,10.83,14.85,17.95,3.1,5.43,67.19,0.01
2020,8,17,12.49,4.48,8.48,12.42,17.06,21.16,4.1,5.68,64.44,0
2020,8,18,15.03,5.18,10.11,14.26,16.56,23.29,6.72,5.98,57.56,0
2020,8,19,16.91,6.93,11.92,16.93,17.71,24.84,7.13,6.77,55.69,0
2020,8,20,15.64,8.99,12.32,15.61,15.12,23.75,8.63,7.81,66.31,0.66
2020,8,21,17.19,6.82,12.01,16.57,17.48,25.67,8.19,6.71,56,0
2020,8,22,15.3,9.12,12.21,14.77,10.75,21.32,10.57,7.87,68.69,2.95
2020,8,23,15.53,7.93,11.73,14.96,15.55,23.06,7.51,7.26,65.5,0.07
2020,8,24,12.25,8.85,10.55,12.08,9.59,16.5,6.91,7.75,81,3.44
2020,8,25,12.21,10.26,11.24,12.05,8.01,17.05,9.05,8.48,88.56,2.39
2020,8,26,14.69,8.51,11.6,14.5,13.67,21.84,8.16,7.57,70.44,0.1
2020,8,27,15.65,6.73,11.19,15.4,16.16,23.84,7.69,6.71,62.25,0
2020,8,28,12.52,10.23,11.38,12.14,4.94,15.44,10.5,8.42,86.25,5.68
2020,8,29,13.7,10.3,12.01,12.51,9.16,18.68,9.51,8.54,81.5,4.46
2020,8,30,12.8,9.86,11.33,12.39,8,17.15,9.15,8.18,83.38,1.17
2020,8,31,13.31,8.02,10.67,13.31,11.45,19.78,8.33,7.26,74.81,1.69
2020,9,1,11.93,7.58,9.76,11.83,10.98,18.15,7.16,7.08,78.56,2.76
2020,9,2,12.55,7.62,10.08,12.56,12.52,19.22,6.7,7.08,74.69,0.35
2020,9,3,11.81,7.87,9.83,11.73,10.08,17.67,7.59,7.2,79.5,1.84
2020,9,4,15.92,8.62,12.27,14.91,15.1,23.19,8.08,7.63,64.75,0.09
2020,9,5,18.05,8.7,13.37,16.19,12.75,24.79,12.04,7.69,57.12,0.17
2020,9,6,7.9,4.69,6.3,7.33,5.8,11.35,5.55,5.8,80.81,3.45
2020,9,7,9.99,4.28,7.13,9.16,16.75,18.38,1.63,5.62,71,0
2020,9,8,12.74,8.89,10.81,12.73,11.93,20.08,8.15,7.69,79.62,1.27
2020,9,9,8.46,4.65,6.56,8.12,11.52,15.43,3.9,5.74,80.69,0.38
2020,9,10,8.97,3.01,5.99,8.25,14.14,16.85,2.71,5.13,71.62,0.02
2020,9,11,6.99,5.33,6.16,6.87,5.32,10.3,4.98,5.98,89.62,2.84
2020,9,12,5.75,5.38,5.56,5.72,2.19,7.01,4.82,5.98,97.38,12.04
2020,9,13,6.99,6.34,6.67,7,6.04,10.51,4.47,6.47,95.69,19.94
2020,9,14,7.85,6.84,7.35,7.86,4.03,10.19,6.15,6.71,93.44,1.73
2020,9,15,7.32,4.61,5.96,7.02,6.73,11.32,4.6,5.74,84.31,0.67
2020,9,16,7.88,3.38,5.63,6.68,11.82,14.51,2.7,5.25,75.75,0.04
2020,9,17,8.22,3.23,5.72,6.39,11.55,14.78,3.23,5.19,73.44,0.02
2020,9,18,8.94,2.58,5.76,7.18,12.34,16.23,3.9,4.94,67.75,0
2020,9,19,7.13,3.81,5.47,6.87,13.55,14.89,1.33,5.43,82.19,7.04
2020,9,20,5.69,4.65,5.18,5.69,4.34,7.87,3.53,5.68,93.19,2.15
2020,9,21,4.19,1.54,2.87,4.03,8.85,8.52,-0.33,4.58,84.69,0.81
2020,9,22,3.05,0.54,1.8,2.77,10.62,9.39,-1.23,4.27,83.62,0.14
2020,9,23,5.12,0.74,2.94,4.97,12.66,13.06,0.4,4.33,77.56,0.06
2020,9,24,6.37,2.18,4.27,6.37,14.6,14.38,-0.23,4.82,78.06,0
2020,9,25,7.61,4.12,5.87,7.63,13.04,14.38,1.34,5.62,80.75,5.33
2020,9,26,4.69,2.48,3.58,4.66,5.42,7.04,1.62,5,86.75,3.63
2020,9,27,2.75,1.79,2.26,2.74,2.82,4.57,1.75,4.64,93.56,2.49
2020,9,28,2.58,1.09,1.84,2.58,6.07,5.86,-0.21,4.39,90.44,1.36
2020,9,29,2.43,0.54,1.48,2.41,7.31,6.86,-0.45,4.27,88.38,0.75
2020,9,30,-1.23,-4.37,-2.8,-1.35,6.31,1.12,-5.2,3.05,80.5,3.76
2020,10,1,-2.85,-8.18,-5.52,-3.6,7.92,1.44,-6.49,2.14,69.38,0.12
2020,10,2,-2.46,-7.29,-4.88,-2.75,5.7,0.93,-4.77,2.32,70.69,0.31
2020,10,3,-1.64,-6.61,-4.13,-1.98,6.34,1.92,-4.42,2.44,70.88,0.05
2020,10,4,-1.21,-5.12,-3.17,-1.45,8.41,3.35,-5.05,2.75,76.81,0.03
2020,10,5,-0.02,-2.55,-1.28,-0.09,10.28,6.01,-4.27,3.42,85.38,0.02
2020,10,6,0.9,-1.25,-0.17,0.88,9.24,6.63,-2.61,3.72,86.94,0.02
2020,10,7,-1.34,-7.67,-4.5,-2.21,4.31,1.37,-2.94,2.32,64.06,0.3
2020,10,8,-1.16,-6.68,-3.92,-1.82,10.8,4.87,-5.93,2.5,68.56,0.02
2020,10,9,-1.05,-4.76,-2.91,-1.45,8.27,3.95,-4.32,2.87,78.38,0.58
2020,10,10,-4.81,-9.33,-7.07,-4.85,6.62,-2.03,-8.66,1.95,72.81,0.37
2020,10,11,-4.9,-6.98,-5.94,-4.99,3.31,-2.96,-6.27,2.38,87.69,3.32
2020,10,12,-5.83,-8.57,-7.2,-6.43,6.77,-3.03,-9.79,2.08,83.81,2.01
2020,10,13,-6.74,-9.85,-8.3,-7.9,8.96,-1.2,-10.16,1.83,81.19,0.02
2020,10,14,-3.79,-6.87,-5.33,-4.17,9.46,0.62,-8.83,2.44,81.19,0.68
2020,10,15,-0.8,-2.13,-1.46,-0.79,5.18,1.33,-3.85,3.54,91.56,1.51
2020,10,16,-2.01,-5.67,-3.85,-2.2,7.41,0.61,-6.81,2.87,76.94,2.14
2020,10,17,-3.94,-7.32,-5.63,-4,7.1,-0.46,-7.56,2.38,78.12,2.46
2020,10,18,1.37,1.13,1.26,1.35,3.96,3.73,-0.23,4.52,97.88,1.76
2020,10,19,-1.74,-4.54,-3.14,-1.78,5.56,1.25,-4.31,3.05,82.12,0.98
2020,10,20,-5.7,-9.44,-7.57,-5.8,3.91,-3.55,-7.46,1.89,76.5,0.69
2020,10,21,-4.63,-6.07,-5.35,-4.74,6.13,-1.68,-7.81,2.56,91.56,1.49
2020,10,22,-1.17,-2.42,-1.79,-1.19,8.84,4.12,-4.73,3.42,91.62,0.18
2020,10,23,-0.43,-2.03,-1.24,-1.44,9.85,5.12,-4.73,3.54,90,0.01
2020,10,24,0.15,-0.43,-0.13,0.03,7.95,5.4,-2.55,3.97,94.12,0.28
2020,10,25,-2.08,-3.03,-2.56,-2.16,5.05,-0.04,-5.09,3.3,94.38,9.22
2020,10,26,-7.45,-10.16,-8.8,-9.26,7.67,-5.26,-12.93,1.83,83,0.91
2020,10,27,-8.02,-9.38,-8.7,-8.74,9.31,-4.01,-13.32,2.01,92.69,1.87
2020,10,28,-2.67,-3.42,-3.04,-2.69,7.48,1.72,-5.76,3.17,96.44,1.48
2020,10,29,-3.73,-4.98,-4.35,-4.13,5.91,-0.7,-6.61,2.81,93.31,0.37
2020,10,30,-7.44,-9.18,-8.31,-8.45,5.52,-4.8,-10.31,1.95,90,0.34
2020,10,31,-7.64,-9.25,-8.45,-8.45,5.39,-4.92,-10.31,1.95,91.25,2.56
2020,11,1,-10.95,-13.18,-12.07,-11.68,3.54,-9.88,-13.42,1.34,85.69,0.77
2020,11,2,-11.77,-14.2,-12.99,-12.99,9.74,-7.81,-17.55,1.28,83.38,0.27
2020,11,3,-7.9,-8.62,-8.26,-8.2,5.9,-4.31,-10.21,2.08,96.69,2.24
2020,11,4,-7.75,-8.51,-8.13,-7.91,4.34,-5.61,-9.95,2.08,97.69,0.9
2020,11,5,-7.31,-8.3,-7.81,-7.33,1.95,-6.31,-8.27,2.14,96.19,2.39
2020,11,6,-9.45,-10.15,-9.8,-9.5,10.92,-5.42,-16.33,1.95,97.88,4.32
2020,11,7,-16.26,-17.03,-16.65,-16.36,9.48,-11.24,-20.71,0.98,95.69,0.7
2020,11,8,-5.25,-5.66,-5.45,-5.21,11.03,0.08,-10.94,2.75,99.44,6
2020,11,9,-1.81,-2.02,-1.92,-1.85,4.94,0.07,-4.87,3.54,99.69,0.15
2020,11,10,-5.53,-5.98,-5.75,-5.65,7.34,-1.69,-9.03,2.62,99.88,1.1
2020,11,11,-6.95,-7.49,-7.22,-7.03,6.96,-3.8,-10.76,2.32,99.56,1.83
2020,11,12,-7.99,-8.53,-8.26,-8.07,8.43,-4.67,-13.1,2.14,99.44,1.14
2020,11,13,-5.76,-6.31,-6.03,-5.85,7.27,-2.52,-9.78,2.56,99.19,0.63
2020,11,14,-11.35,-11.9,-11.62,-12.08,7.42,-8.01,-15.44,1.53,99.44,0.27
2020,11,15,-16.14,-16.1,-16.12,-20.24,9.62,-11.04,-20.67,1.04,99.88,0.02
2020,11,16,-16.06,-15.99,-16.02,-20.03,8.12,-11.44,-19.56,1.04,99.94,0.18
2020,11,17,-18.26,-18.43,-18.35,-18.93,11.79,-11.87,-23.66,0.85,99.81,0.12
2020,11,18,-16.15,-16.47,-16.31,-16.2,5.12,-13.95,-19.06,0.98,99.75,3.71
2020,11,19,-18.79,-18.93,-18.86,-18.85,3.69,-16.7,-20.38,0.79,99.75,0.85
2020,11,20,-17.02,-17.29,-17.16,-17.05,3.73,-15.55,-19.27,0.92,99.69,1.32
2020,11,21,-12.42,-12.93,-12.67,-12.41,6.35,-9.31,-15.66,1.4,99.56,2.43
2020,11,22,-8.95,-9.55,-9.25,-8.97,0.88,-8.39,-9.27,1.89,99.5,1.82
2020,11,23,-10.31,-10.88,-10.6,-10.39,4.48,-8.33,-12.81,1.71,99.81,1.85
2020,11,24,-14.54,-14.9,-14.72,-15.17,5.09,-11.92,-17.02,1.16,99.94,0.47
2020,11,25,-18.49,-18.49,-18.49,-20.22,6.83,-14.42,-21.24,0.79,99.94,0.12
2020,11,26,-18.7,-18.77,-18.73,-20.13,7.5,-14.14,-21.64,0.79,99.94,0.14
2020,11,27,-20.18,-20.31,-20.24,-20.41,7.44,-16.81,-24.25,0.67,99.81,0.32
2020,11,28,-19,-19.11,-19.06,-19.31,5.99,-16.55,-22.55,0.73,99.81,1.05
2020,11,29,-20.63,-20.7,-20.67,-20.86,5.45,-18.26,-23.7,0.67,99.75,1.13
